1.000000000069154904e+00,-4.713287258352389901e-14,1.838880596347022265e-14,-2.003976602413218674e-13,2.208717378570525218e-13,-1.867877194002294564e-14,3.801635796935978839e-14,-2.107646573065927886e-13,-8.528841134540460039e-14,8.843576168335241197e-14,-9.234537060267112037e-14,-2.041850440893415343e-13,-2.750954181575421755e-13,3.001799100703572726e-13,-6.079155535713267024e-14,4.209754787065097421e-14,1.098722298017767662e-13,1.604831230088276067e-13,-6.588521451404565022e-15,2.977551434585226180e-15,4.279695386965214297e-14,-2.790538249295521657e-13,2.028310144721425533e-13,-6.348987131111027145e-13,4.149163936163251607e-13,-1.348254726299914067e-12,-1.462998035855395078e-15,6.491208095084914930e-15,3.358738039251027521e-13,-7.676624497376691484e-14,-3.143980434793786259e-14,-7.208216504063540112e-14,-1.619331701498289903e-14,-6.245855972407190459e-14,-1.788277138849375829e-14,9.877548296087220457e-14
1.580494840964160068e-03,9.999295549668020255e-01,8.464441319742531562e-05,-4.075791951555526155e-04,2.011078859043862951e-02,-1.799308938420420288e-05,4.366772655202226776e-04,-6.388343185401813146e-03,-1.213291051345540472e-03,7.296651671397586317e-03,2.829047912119533976e-05,5.074009791291001051e-05,1.556242317447978981e-05,5.762696737037258576e-04,2.512714538652178632e-05,-2.185457944884631120e-05,1.999785709383689178e-04,4.463422286683930892e-06,-2.096961318501747867e-04,-2.068839621289598162e-03,6.754175292247873537e-04,-7.819826428587406142e-06,-2.989443409029514124e-05,9.473273677730214944e-06,-2.301711427564496015e-05,2.237322676800825862e-06,-8.676389865140482352e-07,-2.981230905052368469e-07,8.757911690488398655e-06,6.320991120843333041e-05,7.373436628096720878e-05,-7.153829394050327691e-05,-7.716371222622937526e-05,-3.803142865838235850e-05,-8.522403361178442632e-05,-3.923849877210357825e-04
-3.322207681810240842e-03,-1.235917041278887228e-05,9.999064062390142782e-01,2.170889404836099550e-04,4.464933486199333727e-05,1.993738951885128466e-02,-2.239674364723407817e-03,1.996189834913392972e-03,-1.109087515747582799e-03,2.346268399295881827e-03,-2.280489034778108445e-05,2.634714777204551594e-05,-4.780933391477725468e-04,4.735762608322798001e-05,1.799144105167465514e-05,-4.653530639510744213e-06,1.078056251572115902e-05,2.484746791585893864e-04,-3.153654526133660169e-05,-9.576082590260423251e-05,-2.363904292605738255e-03,8.891228127393703540e-05,-3.552807610158934096e-05,1.139758643597951835e-04,-1.367858089678518525e-04,-1.092688299079591521e-04,4.041129860238060222e-08,-1.378399348026738261e-06,-2.076674301343473319e-04,-3.395570702436368044e-06,-6.011692634245363144e-06,7.021761073754228101e-05,6.060053382659196246e-05,-7.213457035514979842e-05,3.996916333655924818e-04,1.771000492600888890e-05
-5.198717891066592309e-04,7.016289536217277723e-07,6.231290901657964057e-06,9.999995650092466937e-01,1.136816851630862449e-05,-1.326881780632574380e-05,1.741535036171765541e-02,-1.052589213978358598e-02,-4.054213125502619235e-04,-2.190245060575191516e-03,4.233062545789057084e-06,-1.745752802131208552e-06,-1.391600497897898067e-05,-1.051319461846213202e-06,-2.099751676132764193e-06,-3.896711554541293529e-06,1.036550415758613309e-05,1.547315309992671053e-05,-1.463269315543201681e-05,5.714562682516370341e-05,1.080907768604111546e-04,1.081750954429040109e-05,-4.182443509596214778e-06,1.299007056528389770e-05,-4.344491297318790757e-05,-1.328405792461927621e-06,9.357157570520600789e-08,-1.620717523239273928e-07,-1.396239472360062339e-05,1.592025971304498225e-06,-9.786328788740874773e-06,-1.311964447206333445e-05,-2.817141585114702393e-05,-2.965793277722676686e-05,-4.976788489932165775e-05,-4.126154789139041081e-06
7.766607200602877736e-02,-3.163439790770961827e-03,3.815283813300153828e-03,-1.971721882886032923e-02,1.004970045722857419e+00,-9.418766328107022962e-04,1.566278979585672068e-02,-2.811340917946193452e-01,-5.500679618755598826e-02,4.005691799249815888e-01,1.213107908120994579e-03,2.321102337375053910e-03,7.891225185558076258e-04,2.683030312221893962e-02,1.217640418907432699e-03,-1.030331748977452539e-03,1.008652886065972143e-02,1.683302014455349317e-04,-1.078946911895457828e-02,-1.033173312962094026e-01,3.408025568720302045e-02,-3.044675872037247151e-04,-1.596606265682789117e-03,5.452741351567714058e-04,-9.428189568766434572e-04,-3.389044238035711414e-05,-4.453888028891237415e-05,-1.422051432604361895e-05,1.693656740326481794e-04,2.790007757027992540e-03,3.361630087610337388e-03,-3.216722723255213082e-03,-3.532015242580652942e-03,-1.450707701142197117e-03,-3.924949643573706973e-03,-1.809100719928144821e-02
-1.601266821521885042e-01,-5.436790980263839224e-04,-4.284495689937009577e-03,9.136977626643810746e-03,1.996538586628342216e-03,9.970684436728933786e-01,-9.572661391802042563e-02,9.499366301412175140e-02,-4.712468773590745841e-02,1.449548470278778090e-01,-9.497750549196211844e-04,1.050706269247539621e-03,-2.262217266067987828e-02,2.161920489134591672e-03,7.974804902796240160e-04,-1.641764920642664843e-04,5.046487821998697733e-04,1.236803179971311326e-02,-1.659607018621957718e-03,-4.637694978699912277e-03,-1.179593828030061908e-01,4.081770352608648199e-03,-1.513840107907096907e-03,5.296992745045837024e-03,-6.618722185587668123e-03,-4.853958159260239776e-03,4.709523754878600972e-06,-6.549718699833524628e-05,-1.056391200008405251e-02,-1.175514138330708793e-04,-2.906308373598332200e-04,3.122150786901660337e-03,2.786130348429884281e-03,-3.323035323552621986e-03,1.841812116442632236e-02,9.801069807877052942e-04
-2.599649689029078642e-02,3.490249544686594612e-05,3.118645018470818158e-04,-2.157555489079909702e-05,5.688806951244461917e-04,-6.632378715821171406e-04,8.708206279389869575e-01,-5.263097886621611599e-01,-2.027524803458207597e-02,-1.095749569488729952e-01,2.117262032043354912e-04,-8.733232345944248189e-05,-6.959941533614307776e-04,-5.276465448142477621e-05,-1.049193414988973193e-04,-1.949734867798473927e-04,5.181837644905107950e-04,7.735704500353557779e-04,-7.312189990697990629e-04,2.857159759268452972e-03,5.403038742902464137e-03,5.413468609316085057e-04,-2.091993871081049576e-04,6.495757665660094543e-04,-2.171730054442538339e-03,-6.687152832668665707e-05,4.677343036212027522e-06,-8.101991121326809002e-06,-6.982208135309448055e-04,7.961825929937351310e-05,-4.894710598478610453e-04,-6.560244281129366545e-04,-1.409163385808189601e-03,-1.483117659040232052e-03,-2.488891777988136607e-03,-2.062241062159425587e-04
1.498818902895800442e-01,6.200778950724006571e-05,7.086529096586901069e-04,2.711119904758302682e-03,4.378081718151689513e-04,4.159750212645422791e-04,8.067641689050381384e-03,6.351983721521499149e-01,6.748473367937548109e-03,-1.320052562422952547e-01,3.092913928514628985e-04,-1.783513031058030034e-04,-1.287227694367666826e-03,-2.651163859915046071e-03,2.802253526421392391e-05,-3.202864568498688916e-04,-5.968503625270553110e-05,-4.453906310449699574e-04,1.231615062845220704e-03,-2.017475624216477029e-03,-4.301810643341704224e-03,-2.030367864247188507e-03,1.282806513112886649e-03,-2.874407131339889749e-03,2.732134508585822973e-03,-1.869641521919759484e-04,5.104043894879071068e-06,2.728802435797208765e-05,5.162534493267084820e-04,1.080596835502319232e-04,-1.896034172174075887e-04,-5.230663667974960046e-04,-6.097730015308504021e-04,-1.790442760447527322e-04,-6.109612136640208638e-04,2.791558602420028006e-04
1.414229914914153785e-01,-2.666641884668224504e-04,4.970002763881560195e-05,-2.038549543928081572e-03,6.754276591124332889e-04,2.178986149656987322e-04,-1.745329601572550779e-02,-5.632541362171554489e-03,7.594734968426698485e-01,-9.792009303784042495e-02,6.054150111261253470e-05,-5.962289265880199324e-04,-1.590565225904471509e-03,-1.744005954245112476e-04,1.603662161118524015e-04,-8.522985492096985839e-04,-5.641603659842164224e-04,-5.971160364772063129e-04,-4.667205206975558770e-04,9.010641966026558449e-04,9.323429369093533346e-04,2.651296540257532214e-04,-5.382124234634131418e-04,-6.689811714676331938e-04,-5.851489127165886844e-04,-1.951494528939207770e-03,-1.793519030037542342e-05,-1.523880450275005077e-06,2.626476485661806762e-03,1.090802804074524177e-04,-1.396430624875741474e-04,-1.792191434054346555e-04,1.272167582532363322e-04,-4.211668239304835722e-04,1.450137217216228834e-04,8.712547256256080114e-04
3.133095742797643510e-03,9.980585977916334867e-05,-5.725781850892620243e-05,1.966706500073204557e-04,-1.517141133759035323e-04,-2.938835734231130207e-04,7.685803005923946612e-04,1.422132638636272118e-03,-1.427592339237322185e-02,5.845428702021805423e-01,1.142014399258527654e-05,3.863520421969684300e-05,2.251673921543047779e-05,-1.177501494274418717e-04,-8.943176223030122041e-05,3.777220208693951196e-05,1.924573649081789408e-04,3.836448189797919575e-04,-5.471148964673739875e-04,3.973289694189132142e-04,4.286976152108305945e-04,-8.011064592557529172e-05,-1.258439874689733110e-04,3.704824013402893522e-05,-2.542925042575509549e-04,5.425974103226236661e-04,-6.763030020348392841e-07,6.093871659621477611e-07,-1.659242423709453003e-04,4.394186972755901991e-05,2.740824287206497938e-06,3.005044536049556478e-05,1.901315795158930026e-05,-1.075633769477102417e-04,2.505290091052804331e-05,4.610861447110055935e-07
